Unnamed: 0,Patent_ID,h_mol,b_mol,ligand,reagent,solvent,rxn_yield,mass_label
4264,US08247403B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:12]1[O:11][CH2:10][CH2:9][N:8]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7]2,OB(O)[c:23]1[cH:22][c:21]([F:20])[cH:26][cH:25][cH:24]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,93.1,0
4265,US08247403B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:12]1[O:11][CH2:10][CH2:9][N:8]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7]2,CC1(C)OB([c:23]2[s:22][c:21]([CH3:20])[n:25][c:24]2[CH3:26])OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.COCCOC,66.7,0
4266,US08247403B2,Br[c:18]1[c:12]2[c:13]([cH:15][cH:16][c:17]1[F:20])[CH2:14][N:8]([CH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[CH2:9][CH2:10][O:11]2,OB(O)[c:23]1[cH:22][o:21][cH:25][cH:24]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.COCCOC,21.7,0
4267,US08247421B2,Cl[c:41]1[n:42][c:43]([S:49][CH3:50])[n:44][cH:45][c:46]1[C:47]#[N:48],CC1(C)OB([c:9]2[cH:10][n:11]([S:29](=[O:30])(=[O:31])[c:32]3[cH:33][cH:34][c:35]([CH3:36])[cH:37][cH:38]3)[c:12]3[n:13][cH:14][c:15]([NH:18][C:19]([O:20][CH2:21][c:22]4[cH:23][cH:24][cH:25][cH:26][cH:27]4)=[O:28])[cH:16][c:17]23)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])[O-].[K+].[K+],O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",CCOC(C)=O,42.0,0
4268,US08247421B2,Cl[c:31]1[n:32][c:33]([S:39][CH3:40])[n:34][cH:35][c:36]1[C:37]#[N:38],CC1(C)OB([c:10]2[c:4]3[cH:3][c:2]([CH3:1])[cH:7][n:6][c:5]3[n:8]([S:20](=[O:21])(=[O:22])[c:23]3[cH:24][cH:25][c:26]([CH3:27])[cH:28][cH:29]3)[cH:9]2)OC1(C)C,CC(C)(C)P(C(C)(C)C)C(C)(C)C,O=C([O-])[O-].[K+].[K+],O.C1COCCO1,87.0,0
4269,US08247562B2,Br[c:20]1[cH:19][cH:18][c:17]([C:16]([NH:15][c:10]2[c:9]([NH:8][C:6]([O:5][C:1]([CH3:2])([CH3:3])[CH3:4])=[O:7])[cH:14][cH:13][cH:12][cH:11]2)=[O:24])[cH:22][cH:21]1,OB(O)[c:28]1[cH:27][cH:26][n:25][cH:30][cH:29]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])O.[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O,80.0,0
4270,US08247562B2,Br[c:20]1[cH:19][cH:18][c:17]([C:16]([NH:15][c:10]2[c:9]([NH:8][C:6]([O:5][C:1]([CH3:2])([CH3:3])[CH3:4])=[O:7])[cH:14][cH:13][cH:12][cH:11]2)=[O:24])[cH:22][cH:21]1,OB(O)[c:33]1[cH:32][cH:31][cH:30][c:29]2[cH:28][cH:27][cH:26][n:25][c:34]21,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])O.[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.COCCOC,84.0,0
4271,US08247562B2,Br[c:34]1[n:35][cH:36][cH:37][cH:38][cH:39]1,CC1(C)OB([c:20]2[cH:19][cH:18][c:17]([C:16]([NH:15][c:10]3[c:9]([NH:8][C:6]([O:5][C:1]([CH3:2])([CH3:3])[CH3:4])=[O:7])[cH:14][cH:13][cH:12][cH:11]3)=[O:32])[cH:22][cH:21]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])O.[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.COCCOC,74.0,0
4272,US08247562B2,Br[c:2]1[c:3]([F:25])[cH:4][c:5]([C:6](=[O:7])[NH:8][c:9]2[c:10]([NH:15][C:16]([O:17][C:18]([CH3:19])([CH3:20])[CH3:21])=[O:22])[cH:11][cH:12][cH:13][cH:14]2)[cH:23][cH:24]1,OB(O)[c:28]1[cH:27][n:26][cH:31][cH:30][cH:29]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])O.[Na+],O.CCOC(C)=O.COCCOC,91.0,0
4273,US08247576B2,Cl[c:3]1[cH:4][cH:5][c:6]([CH:9]([CH2:10][NH2:11])[c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[cH:7][cH:8]1,CC1(C)OB([c:26]2[cH:27][n:28][nH:29][cH:30]2)OC1(C)C,CC(C)(C)P(C(C)(C)C)C(C)(C)C,"O=C([O-])[O-].[K+].[K+],[Na+].[OH-],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",CCO.Cc1ccccc1.O.CCOC(C)=O.ClCCl.CO,9.0,0
4274,US08247576B2,Cl[c:2]1[n:3][cH:4][c:5]([C:6]#[N:7])[cH:8][cH:9]1,OB(O)[c:15]1[c:11]([CH3:10])[n:12][n:13]([C:19]([c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)([c:26]2[cH:27][cH:28][cH:29][cH:30][cH:31]2)[c:32]2[cH:33][cH:34][cH:35][cH:36][cH:37]2)[cH:14]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],[Na+].[OH-],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.COCCOC,53.0,0
4275,US08252935B2,O=S(=O)(O[c:14]1[cH:13][c:12](-[c:24]2[cH:25][cH:26][c:27]([C:30]([F:31])([F:32])[F:33])[cH:28][cH:29]2)[cH:11][c:10]([CH:5]([C:4]([O:3][CH2:1][CH3:2])=[O:34])[CH2:6][CH:7]([CH3:8])[CH3:9])[cH:15]1)C(F)(F)F,CC1(C)OB([c:41]2[cH:40][cH:39][cH:38][c:37]([C:36]([F:35])([F:52])[F:53])[n:42]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=C([O-])O.[Na+],O.[Cl-].[Na+]",CCOC(C)=O.COCCOC,91.0,0
4276,US08252935B2,O=S(=O)(O[c:14]1[cH:13][c:12](-[c:24]2[cH:25][cH:26][c:27]([C:30]([F:31])([F:32])[F:33])[cH:28][cH:29]2)[cH:11][c:10]([CH:5]([C:4]([O:3][CH2:1][CH3:2])=[O:34])[CH2:6][CH:7]([CH3:8])[CH3:9])[cH:15]1)C(F)(F)F,CC1(C)OB([c:36]2[n:35][cH:40][cH:39][cH:38][cH:37]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=C([O-])O.[Na+],O.[Cl-].[Na+]",CCOC(C)=O.COCCOC,33.0,0
4277,US08263588B2,Br[c:32]1[c:33]([CH3:39])[cH:34][c:35]([Cl:38])[n:36][cH:37]1,CC1(C)OB([c:3]2[c:2]([Cl:1])[cH:7][cH:6][c:5]([S:8](=[O:9])(=[O:10])[N:11]3[CH2:12][CH2:13][CH2:14][CH2:15][c:16]4[c:17]3[cH:18][cH:19][cH:20][cH:21]4)[cH:4]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[K+].[K+],C1COCCO1,23.0,0
4278,US08263596B2,I[c:2]1[n:3][nH:4][c:5]2[cH:6][c:7]([C@@H:11]3[CH2:12][C@@:13]34[C:14](=[O:22])[NH:15][c:16]3[cH:17][cH:18][cH:19][cH:20][c:21]34)[cH:8][cH:9][c:10]12,CC1(C)OB([c:31]2[cH:32][c:33]([S:37](=[O:38])(=[O:39])[NH2:40])[cH:34][cH:35][cH:36]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.COCCOC,8.0,0
4279,US08263656B2,Br[c:11]1[cH:10][c:9]([O:8][CH2:7][C:6]([O:5][C:1]([CH3:2])([CH3:3])[CH3:4])=[O:21])[c:18]2[c:13]([cH:12]1)[C:14](=[O:19])[CH2:15][CH2:16][CH2:17]2,OB(O)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])[O-].[Cs+].[Cs+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.COCCOC,70.0,0
4280,US08263773B2,Br[c:10]1[c:4]2[cH:3][c:2]([NH2:1])[cH:7][n:6][c:5]2[s:8][c:9]1[S:12](=[O:13])(=[O:14])[c:15]1[cH:16][c:17]([C:22]#[N:23])[cH:18][c:19]([F:21])[cH:20]1,OB(O)[c:30]1[cH:29][c:28]([F:27])[cH:33][cH:32][cH:31]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.CCO.Cc1ccccc1,76.0,0
4281,US08263772B2,I[c:12]1[c:13]([CH3:22])[c:14]2[c:15]([s:21]1)[C:16](=[O:20])[O:17][CH2:18][CH2:19]2,OB(O)[c:5]1[cH:4][cH:3][c:2]([Cl:1])[cH:7][cH:6]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=C([O-])O.[Na+],O.[Cl-].[Na+],O.[Cl-].[Na+]",CCOC(C)=O.Cc1ccccc1.CC#N,87.0,0
4282,US08263606B2,Br[c:2]1[c:3]2[c:7]([cH:8][cH:9][cH:10]1)[N:6]([CH2:11][C@@H:12]1[O:13][CH2:14][CH2:15][CH2:16]1)[C:5](=[O:17])[C:4]21[c:18]2[c:19]([cH:22][c:23]3[c:27]([cH:28]2)[CH2:26][CH2:25][O:24]3)[O:20][CH2:21]1,OB(O)[c:35]1[cH:34][n:33][c:32]([N:31]([CH3:30])[CH3:41])[cH:37][cH:36]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CN(C)C=O.CCOC(C)=O,73.0,0
4283,US08263606B2,Br[c:2]1[c:3]2[c:7]([cH:8][cH:9][cH:10]1)[NH:6][C:5](=[O:11])[C:4]21[CH2:12][O:13][c:14]2[c:15]1[cH:16][c:17]1[c:18]([cH:22]2)[O:19][CH2:20][O:21]1,OB(O)[c:28]1[cH:27][cH:26][c:25]([N:24]([CH3:23])[CH3:34])[n:30][cH:29]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],CN(C)C=O.CCOC(C)=O,54.0,0
4284,US08263633B2,Br[c:2]1[cH:3][c:4]2[c:5]([cH:23][cH:24]1)-[c:6]1[n:7][c:8]([C:14](=[O:15])[N:16]3[C@@H:17]([CH2:21][OH:22])[CH2:18][CH2:19][CH2:20]3)[s:9][c:10]1[CH2:11][CH2:12][O:13]2,CC1(C)OB([c:33]2[cH:34][n:35][nH:36][cH:37]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])O.[Na+],O.[Cl-].[Na+]",O.CCOC(C)=O.CC#N,17.0,0
4285,US08263633B2,Br[c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:23]1)-[c:7]1[n:8][c:9](-[c:15]3[n:16]([CH:20]([CH3:21])[CH3:22])[n:17][cH:18][n:19]3)[s:10][c:11]1[CH2:12][CH2:13][O:14]2,OB(O)[c:30]1[c:25]([CH3:24])[n:26][cH:27][cH:28][cH:29]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"CC(=O)[O-].[K+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CN(C)C=O.CCOC(C)=O,28.0,0
4286,US08263633B2,Cc1nn(C)c(=O)n1-c1nc2c(s1)CCOc1cc(I)ccc1-2,CC1(C)OB([c:53]2[cH:52][n:51][n:50]([CH2:49][C:48]([CH3:47])([CH3:64])[OH:65])[cH:54]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],O.ClCCl.CO,27.0,0
4287,US08263633B2,Br[c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:23]1)-[c:7]1[n:8][c:9](-[c:15]3[n:16]([CH:20]([CH3:21])[CH3:22])[n:17][cH:18][n:19]3)[s:10][c:11]1[CH2:12][CH2:13][O:14]2,OB(O)[c:33]1[cH:32][nH:31][c:30](=[O:29])[nH:35][c:34]1=[O:36],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(=O)[O-].[K+],O.CN(C)C=O.CCOC(C)=O,10.0,0
4289,US08268820B2,Br[c:44]1[cH:43][n:42][cH:41][c:40]([C:38]([O:37][CH3:36])=[O:39])[cH:45]1,CC1(C)OB([c:6]2[cH:5][cH:4][c:3]([CH:17]([C:18]([C:19]([F:20])([F:21])[F:22])([OH:23])[c:24]3[cH:25][cH:26][c:27]4[c:28]([n:29]([CH3:33])[c:30](=[O:32])[o:31]4)[cH:34]3)[CH3:35])[c:2]([Cl:1])[cH:7]2)OC1(C)C,c1ccc(P(c2ccccc2)c2cc[cH-]c2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.C1COCCO1,52.0,0
4290,US08268997B2,Cl[c:19]1[cH:20][c:21](-[c:37]2[n:38][c:39](-[c:49]3[cH:50][cH:51][cH:52][cH:53][cH:54]3)[n:40][c:41](-[c:43]3[cH:44][cH:45][cH:46][cH:47][cH:48]3)[n:42]2)[cH:22][c:23](-[c:25]2[cH:26][cH:27][c:28](-c3ccccn3)[cH:29][cH:30]2)[cH:24]1,OB(O)[c:1]1[cH:2][cH:3][cH:4][cH:5][cH:6]1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,O=P([O-])([O-])[O-].[K+].[K+].[K+],C1COCCO1,99.0,0
4291,US08268997B2,Cl[c:17]1[cH:18][c:19](-[c:35]2[n:36][c:37](-[c:47]3[cH:48][cH:49][cH:50][cH:51][cH:52]3)[n:38][c:39](-[c:41]3[cH:42][cH:43][cH:44][cH:45][cH:46]3)[n:40]2)[cH:20][c:21](-[c:23]2[cH:24][cH:25][c:26](-c3ccccn3)[cH:27][cH:28]2)[cH:22]1,OB(O)[c:1]1[cH:2][cH:3][cH:4][cH:5][cH:6]1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,O=C([O-])[O-].[Cs+].[Cs+],C1COCCO1,95.0,0
4292,US08269011B2,I[c:5]1[c:4](=[O:17])[c:3]2[c:2]([F:1])[cH:11][cH:10][c:9]([O:12][CH2:13][CH2:14][CH3:15])[c:8]2[nH:7][cH:6]1,OB(O)[c:20]1[cH:19][n:18][cH:23][cH:22][cH:21]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Na+].[Na+],CCO.O.CCOC(C)=O.CO.ClCCl.COCCOC,36.0,0
4293,US08269011B2,I[c:5]1[c:4](=[O:18])[c:3]2[c:2]([F:1])[cH:11][cH:10][c:9]([O:12][CH2:13][CH2:14][CH3:15])[c:8]2[nH:7][c:6]1[CH3:16],OB(O)[c:24]1[cH:23][cH:22][c:21]([O:20][CH3:19])[cH:26][cH:25]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CO.ClCCl.COCCOC,61.0,0
4294,US08269011B2,Br[c:2]1[cH:3][cH:4][c:5]([F:21])[c:6]2[c:7](=[O:20])[c:8](-[c:12]3[cH:13][cH:14][c:15]([O:18][CH3:19])[cH:16][cH:17]3)[cH:9][nH:10][c:11]12,OB(O)[c:23]1[o:22][cH:26][cH:25][cH:24]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.ClCCl.COCCOC,70.0,0
4295,US08273742B2,Br[c:2]1[n:3][n:4][c:5]([N:12]2[CH2:13][CH2:14][CH:15]([N:18]([C:19]([O:20][C:21]([CH3:22])([CH3:23])[CH3:24])=[O:25])[CH3:26])[CH2:16][CH2:17]2)[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12,CC1(C)OB([c:32]2[n:28]([CH3:27])[n:29][cH:30][cH:31]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.CCO.Cc1ccccc1.CO,69.0,0
4296,US08273770B2,Cl[c:34]1[cH:35][cH:36][n+:37]([O-:40])[cH:38][cH:39]1,OB(O)[c:6]1[cH:5][cH:4][c:3]([C:2]([F:1])([F:12])[F:13])[cH:8][cH:7]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.COCCOC,25.0,0
4297,US08273880B2,Cl[c:2]1[n:3][c:4]([NH:25][CH2:26][C@H:27]([CH3:28])[OH:29])[cH:5][c:6](-[c:8]2[c:9](-[c:16]3[cH:17][c:18]([O:23][CH3:24])[cH:19][c:20]([CH3:22])[cH:21]3)[n:10][n:11]([CH2:13][C:14]#[N:15])[cH:12]2)[n:7]1,OB(O)[c:32]1[cH:31][n:30][cH:35][cH:34][cH:33]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.ClCCl.CC#N,67.1,0
4298,US08273773B2,Br[c:2]1[cH:3][c:4]([C:12]([CH3:13])([CH3:14])[CH3:15])[c:5]([O:8][CH:9]([F:10])[F:11])[cH:6][cH:7]1,OB(O)[c:23]1[c:18]([O:17][CH3:16])[n:19][cH:20][cH:21][cH:22]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.ClCCl.CO,58.0,0
4299,US08273773B2,Br[c:2]1[c:3]([OH:14])[c:4]([CH:5]=[O:6])[cH:7][c:8]([C:10]([CH3:11])([CH3:12])[CH3:13])[cH:9]1,OB(O)[c:22]1[c:17]([O:16][CH3:15])[n:18][cH:19][cH:20][cH:21]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.ClCCl.CO,77.0,0
4300,US08273773B2,Br[c:2]1[c:3]([C:25]#[N:26])[c:4]([C:12]#[C:13][c:14]2[cH:15][cH:16][c:17]([NH:20][S:21](=[O:22])(=[O:23])[CH3:24])[cH:18][cH:19]2)[cH:5][c:6]([C:8]([CH3:9])([CH3:10])[CH3:11])[cH:7]1,OB(O)[c:40]1[c:35]([O:34][CH2:27][c:28]2[cH:29][cH:30][cH:31][cH:32][cH:33]2)[n:36][cH:37][cH:38][cH:39]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.ClCCl.CO,64.0,0
4301,US08273773B2,Br[c:2]1[cH:3][c:4]([C:9]([CH3:10])([CH3:11])[CH3:12])[cH:5][c:6]([Br:8])[cH:7]1,OB(O)[c:20]1[c:15]([O:14][CH3:13])[n:16][cH:17][cH:18][cH:19]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O,58.0,0
4302,US08273773B2,Br[c:2]1[cH:3][c:4]([C:26]([CH3:27])([CH3:28])[CH3:29])[c:5]([O:24][CH3:25])[c:6](/[CH:8]=[CH:9]/[c:10]2[c:11]([CH2:21][O:22][CH3:23])[cH:12][c:13]([NH:16][S:17](=[O:18])(=[O:19])[CH3:20])[cH:14][cH:15]2)[cH:7]1,OB(O)[c:37]1[c:32]([O:31][CH3:30])[n:33][c:34]([O:41][CH3:42])[cH:35][cH:36]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",CCOC(C)=O.ClCCl.CO,79.0,0
4303,US08273782B2,Br[c:6]1[c:2]([Br:1])[c:3]([OH:12])[c:4]([C:8](=[O:9])[O:10][CH3:11])[s:5]1,CC1(C)COB([c:20]2[cH:21][cH:22][n:23][n:24]2[CH3:25])OC1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.C1COCCO1.ClCCl.CO,15.0,0
4304,US08273782B2,Br[c:2]1[cH:3][c:4]([C:8](=[O:9])[NH:10][C@H:11]([CH2:12][NH:13][C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21][c:22]2[c:23]([C:28]([F:29])([F:30])[F:31])[cH:24][cH:25][cH:26][cH:27]2)[s:5][c:6]1[Cl:7],CC1(C)COB([c:45]2[cH:46][cH:47][n:48][n:49]2[CH3:50])OC1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.ClCCl,26.0,0
4305,US08273782B2,Br[c:2]1[c:3]([O:11][CH3:12])[c:4]([C:7](=[O:8])[O:9][CH3:10])[s:5][cH:6]1,CC1(C)COB([c:20]2[cH:21][cH:22][n:23][n:24]2[CH3:25])OC1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.C1COCCO1.ClCCl.CO,86.0,0
4306,US08273782B2,Br[c:2]1[cH:3][c:4]([C:9](=[O:10])[O:11][CH3:12])[s:5][c:6]1[CH2:7][CH3:8],CC1(C)OB([c:24]2[n:20]([CH3:19])[n:21][cH:22][cH:23]2)OC1(C)C,CC(C)(C)P(C(C)(C)C)C(C)(C)C,"O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])[O-].[Na+].[Na+]",ClCCl,100.0,0
4307,US08273782B2,Br[c:2]1[cH:3][c:4]([C:7](=[O:8])[O:9][CH3:10])[o:5][cH:6]1,CC1(C)OB([c:22]2[n:18]([CH3:17])[n:19][cH:20][cH:21]2)OC1(C)C,CC(C)(C)P(C(C)(C)C)C(C)(C)C,"O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.C1COCCO1.ClCCl,26.0,0
4308,US08273782B2,Br[c:2]1[cH:3][c:4]([C:9](=[O:10])[O:11][CH3:12])[s:5][c:6]1[O:7][CH3:8],CC1(C)OB([c:18]2[n:14]([CH3:13])[n:15][cH:16][cH:17]2)OC1(C)C,CC(C)(C)P(C(C)(C)C)C(C)(C)C,"O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.C1COCCO1,85.0,0
4309,US08278316B2,I[c:21]1[cH:22][c:23](=[O:27])[nH:24][n:25][cH:26]1,OB(O)[c:33]1[cH:32][cH:31][c:30]([C:29]([F:28])([F:39])[F:40])[cH:35][cH:34]1,C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,O=P([O-])([O-])[O-].[K+].[K+].[K+],O.Cc1ccccc1.ClCCl,39.1,0
4310,US08278316B2,Cl[c:2]1[cH:3][c:4](=[O:22])[n:5](-[c:8]2[cH:9][c:10]([O:20][CH3:21])[c:11]([O:14][CH2:15][C:16]([CH3:17])([CH3:18])[OH:19])[cH:12][cH:13]2)[cH:6][n:7]1,OB(O)[c:28]1[cH:27][cH:26][c:25]([CH2:23][CH3:24])[cH:30][cH:29]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)C=O.ClCCl,69.1,0
4311,US08278331B2,Cl[c:11]1[cH:10][c:9]([O:8][c:7]2[c:2]([Cl:1])[cH:3][c:4]([NH2:16])[cH:5][cH:6]2)[cH:14][cH:13][n:12]1,CC1(C)OB([c:21]2[cH:20][n:19][n:18]([CH3:17])[cH:22]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O.[Cl-].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.COCCOC,83.0,0
4312,US08278331B2,Cl[c:2]1[n:3][cH:4][cH:5][c:6]([O:8][c:9]2[cH:10][c:11]([F:17])[c:12]([NH2:13])[cH:14][c:15]2[F:16])[cH:7]1,CC1(C)OB([c:22]2[cH:21][n:20][n:19]([CH3:18])[cH:23]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=P([O-])([O-])[O-].[K+].[K+].[K+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CN(C)C=O.CCOC(C)=O,63.0,0
4313,US08278441B2,Br[c:2]1[cH:3][c:4]([C@@:9]23[N:10]=[C:11]([NH:19][C:20]([c:21]4[cH:22][cH:23][cH:24][cH:25][cH:26]4)=[O:27])[S:12][CH2:13][C@@H:14]2[CH2:15][C@@H:16]([OH:18])[CH2:17]3)[cH:5][cH:6][c:7]1[F:8],OB(O)[c:35]1[cH:34][n:33][cH:32][n:31][cH:36]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Cs+].[Cs+],O=S(=O)([O-])[O-].[Na+].[Na+]",CCO.O.CCOC(C)=O.ClCCl.COCCOC,79.0,0
4314,US08283361B2,I[c:34]1[cH:33][cH:32][c:31]2[c:30](=[O:38])[c:29]([C:39](=[O:40])[O:41][CH2:42][CH3:43])[cH:28][n:27]([CH2:25][CH3:26])[c:36]2[cH:35]1,OB(O)[c:9]1[c:8](-[c:15]2[s:16][cH:17][c:18]([C:20]([F:21])([F:22])[F:23])[n:19]2)[cH:7][c:6]([NH:5][C:4]([NH:3][CH2:1][CH3:2])=[O:24])[n:11][cH:10]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[K+].[K+],O.CCOC(C)=O.CCO.C1COCCO1,60.0,0
